Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Non-Cash Items;Change in Working Capital;Change in Accounts Receivable;Change in Inventories;Change in Accounts Payable;Change in Other;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Long Term Investment;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Net Change in Cash
TGTX;785880;USD;2022;FY;2022-12-31;2023-03-01;2024-02-29;135411258;135411258;-198335000;303000;23509000;-1647000;;;;;-176170000;;-107288000;;-20013000;;-975000;584000;-391000;-196574000
TGTX;785880;USD;2023;FY;2023-12-31;2024-02-29;2024-02-29;141955112;148508465;12672000;211000;40363000;-84659000;;;;;-31413000;;-146880000;;-50651000;;25000000;47830000;72705000;-9359000
TGVC;12444307;USD;2021;FY;2021-12-31;2022-03-31;2023-03-29;14446598;14446598;-1073167;;705630;-413650;;;;;-781187;;;25982;-117274018;;-127689;119350000;118719831;664626
TGVC;12444307;USD;2022;FY;2022-12-31;2023-03-29;2023-03-29;11557500;11557500;-857534;;;339928;;;;;-517606;;;;;;;;;-517606
TH;11795124;USD;2019;FY;2019-12-31;2020-03-13;2022-03-11;94501789;94501789;11972000;58902000;16332000;-26711000;;;;;60495000;-83729000;;-30000000;-112705000;;390056000;-18241000;46652000;-5612000
TH;11795124;USD;2020;FY;2020-12-31;2021-03-31;2023-03-10;96018338;96018338;-25131000;65614000;-197000;6495000;;;;;46781000;-11568000;;;-10949000;;-30144000;-5318000;-35683000;140000
TH;11795124;USD;2021;FY;2021-12-31;2022-03-11;2024-03-13;96611022;96611022;-4576000;70519000;13405000;25251000;;;;;104599000;-35915000;;;-35915000;;-52172000;;-52271000;16427000
TH;11795124;USD;2022;FY;2022-12-31;2023-03-10;2024-03-13;97213166;100057748;73939000;67665000;97515000;66493000;;;;;305612000;-140228000;;;-140228000;;-6508000;305000;-7098000;158267000
THC;1033571;USD;2019;FY;2019-12-31;2020-02-24;2022-02-18;103398000;103398000;171000000;850000000;550000000;-318000000;-247000000;-94000000;12000000;11000000;1233000000;-590000000;20000000;-25000000;-619000000;;-412000000;;-763000000;-149000000
THC;1033571;USD;2020;FY;2020-12-31;2021-02-19;2023-02-21;105010000;106263000;768000000;857000000;191000000;1592000000;;;;;3407000000;-463000000;15000000;-1177000000;-1608000000;;525000000;;385000000;2184000000
THC;1033571;USD;2021;FY;2021-12-31;2022-02-18;2024-02-16;107050000;108761000;1477000000;855000000;-27000000;-737000000;;;;;1568000000;590000000;-77000000;-1220000000;-778000000;;-349000000;;-872000000;-82000000
THC;1033571;USD;2022;FY;2022-12-31;2023-02-21;2025-02-18;106929000;110516000;1001000000;841000000;384000000;-1143000000;;;;;1083000000;-552000000;-16000000;-234000000;-854000000;;-828000000;-250000000;-1735000000;-1506000000
THC;1033571;USD;2023;FY;2023-12-31;2024-02-16;2025-02-18;101639000;104800000;1311000000;870000000;122000000;71000000;;;;;2374000000;-680000000;-54000000;-224000000;-898000000;;-172000000;-200000000;-1106000000;370000000
THCP;11818510;USD;2021;FY;2021-12-31;2022-03-30;2023-03-31;18004276;18004276;-165906;;-462250;-168862;;;;;-797018;;;;-236527840;;238277843;25000;237884143;559285
THCP;11818510;USD;2022;FY;2022-12-31;2023-03-31;2024-04-01;30214002;30214002;2862308;;-3202088;-569014;;;;;-908794;;;;175531;;206000;;206000;-527263
THCP;11818510;USD;2023;FY;2023-12-31;2024-04-01;2024-04-01;30214035;30214035;4095236;;-537211;-5717489;;;;;-2159464;;;;208655007;;575000;-207089563;-206514563;-19020
THMA;11795116;USD;2020;FY;2020-12-31;2021-03-29;2022-03-29;6900000;34500000;-97023000;431000;28030000;668000;;;;;-67894000;-3900000;;;58925000;;124774000;409000;91703000;82734000
THMA;11795116;USD;2021;FY;2021-12-31;2022-03-29;2023-03-31;6900000;34500000;-65142000;2252000;-40207000;-5946000;;;;;-109043000;-4628000;;144301000;147184000;;19917000;859000;19776000;57917000
THMA;11795116;USD;2022;FY;2022-12-31;2023-03-31;2023-03-31;6900000;34500000;-75491000;3967000;-32608000;-9763000;;;;;-113895000;-3470000;;;-9457000;;;2155000;2155000;-121197000
THMO;258731;USD;2019;FY;2019-12-31;2020-03-24;2021-03-17;62795;62795;-10099000;805000;3904000;2130000;;;;;-3260000;-182000;;;-182000;;3443000;756000;4199000;757000
THMO;258731;USD;2020;FY;2020-12-31;2021-03-17;2022-03-28;139371;139371;-16811000;742000;9852000;-8176000;;;;;-14393000;-23000;;;-23000;;6583000;10839000;17422000;3004000
THMO;258731;USD;2021;FY;2021-12-31;2022-03-28;2023-03-30;62795;62795;-11880000;633000;6347000;-1720000;;;;;-6620000;-93000;;;-93000;;;6832000;6832000;119000
THMO;258731;USD;2022;FY;2022-12-31;2023-03-30;2024-04-16;550993;550993;-11812000;926000;4434000;-831000;;;;;-7283000;-400000;;;-400000;;3000;4583000;4586000;-3103000
THMO;258731;USD;2023;FY;2023-12-31;2024-04-16;2024-04-16;2368112;2368112;-18919000;1147000;12063000;1988000;;;;;-3721000;-1733000;;;-1733000;;421000;2857000;3278000;-2177000
THO;43246;USD;2019;FY;2019-07-31;2019-09-30;2021-09-28;53905667;54026686;132465000;148777000;87596000;139181000;;;;;508019000;-127492000;;-1658577000;-1865503000;-84139000;1696647000;;1539073000;176013000
THO;43246;USD;2020;FY;2020-07-31;2020-09-28;2022-09-28;55163943;55337665;221384000;196167000;33467000;89923000;;;;;540941000;-79020000;;;-84249000;-88318000;-290662000;;-392916000;90101000
THO;43246;USD;2021;FY;2021-07-31;2021-09-28;2023-09-25;55302203;55561675;660870000;230581000;38031000;-403000000;;;;;526482000;-126885000;;-310938000;-428493000;-90801000;-73559000;;-188438000;-92657000
THO;43246;USD;2022;FY;2022-07-31;2022-09-25;2024-09-24;55034653;55264046;1138243000;284453000;-16706000;-456874000;;;;;949116000;-226290000;;-781967000;-1008257000;-94944000;255527000;-165107000;-47841000;-137153000
THO;43246;USD;2023;FY;2023-07-31;2023-09-25;2024-09-24;53478310;53857143;374240000;276928000;13171000;295534000;;;;;959873000;-194539000;;-6184000;-200723000;-95969000;-515538000;-42007000;-635685000;129679000
THPTF;15204672;USD;2019;FY;2019-12-31;2020-03-13;2022-03-11;17283133;17875971;2194000;331000;2651000;-1759000;;;;;3417000;-316000;-17737000;;-18053000;;;174000;86000;-14550000
THPTF;15204672;USD;2020;FY;2020-12-31;2021-03-12;2022-03-11;17587804;17929541;3342000;358000;2556000;-3531000;;;;;2725000;-508000;-1585000;;-2093000;;;176000;61000;693000
THPTF;15204672;USD;2021;FY;2021-12-31;2022-03-11;2023-04-12;17830808;18565882;17287000;400000;3346000;-6786000;;;;;14247000;-284000;1467000;;1183000;;;164000;-135000;15295000
THPTF;15204672;USD;2022;FY;2022-12-31;2023-04-12;2024-03-15;18108369;18537316;17663000;418000;1877000;-337000;;;;;19621000;-511000;-18048000;;-18559000;-9031000;;210000;-9049000;-7987000
THPTF;15204672;USD;2023;FY;2023-12-31;2024-03-15;2024-03-15;18316464;18657220;17809000;419000;1007000;2485000;;;;;21720000;-2011000;-16172000;;-18183000;-9137000;;45000;-9258000;-5721000
THR;7962662;USD;2018;FY;2019-03-31;2019-06-12;2021-05-27;32569000;33054000;23169000;29965000;2492000;-32399000;;;;;23227000;-12003000;952000;;-10070000;;-7287000;396000;-14101000;-2486000
THR;7962662;USD;2019;FY;2020-03-31;2020-06-01;2022-05-26;32760327;33148670;11936000;28275000;6289000;24226000;;;;;70726000;-10613000;;;-10010000;;-42079000;1016000;-46540000;12165000
THR;7962662;USD;2020;FY;2021-03-31;2021-05-27;2023-05-25;33134592;33340954;877000;20722000;3859000;4831000;;;;;30289000;-8132000;;;-7832000;;-28050000;629000;-28205000;-3556000
THR;7962662;USD;2021;FY;2022-03-31;2022-05-26;2024-05-29;33308045;33514561;20092000;20205000;4682000;-16225000;;;;;28754000;-5220000;;;-4531000;;-20662000;97000;-22658000;1481000
THR;7962662;USD;2022;FY;2023-03-31;2023-05-25;2024-05-29;33468632;33745936;33666000;19231000;1129000;3688000;;;;;57714000;-9453000;;-35299000;-44555000;;-12680000;;-13465000;-5411000
THRD;15539353;USD;2021;FY;2021-12-31;2022-03-29;2023-03-29;4043416;4043416;-29609000;;11120000;2743000;;;;;-15746000;;;;;;;135749000;135749000;120003000
THRD;15539353;USD;2022;FY;2022-12-31;2023-03-29;2024-03-26;14353102;14353102;-35155000;1000;4788000;-4551000;;;;;-34917000;-36000;;;-36000;;;198285000;195991000;161038000
THRD;15539353;USD;2023;FY;2023-12-31;2024-03-26;2024-03-26;39645392;39645392;-30824000;35000;10141000;223000;;;;;-20425000;-169000;;;-169000;;;1264000;799000;-19795000
THRM;1794063;USD;2019;FY;2019-12-31;2020-02-20;2022-02-17;33086000;33510000;48866000;44246000;22807000;2884000;;;;;118803000;-23510000;;29350000;5840000;;-59187000;-46726000;-108593000;13328000
THRM;1794063;USD;2020;FY;2020-12-31;2021-03-01;2023-02-24;33086000;33510000;59690000;41114000;9403000;488000;;;;;110695000;-15079000;;-3141000;-18220000;;109755000;7460000;115480000;215397000
THRM;1794063;USD;2021;FY;2021-12-31;2022-02-17;2024-02-21;33086000;33510000;93434000;38780000;17581000;-6719000;;;;;143076000;-41290000;;-2827000;-51674000;;-153243000;-11721000;-169141000;-77739000
THRM;1794063;USD;2022;FY;2022-12-31;2023-02-24;2025-02-19;33126000;33503000;24441000;44394000;22983000;-76871000;;;;;14947000;-41145000;;-205487000;-241589000;;193728000;1670000;189927000;-36715000
THRM;1794063;USD;2023;FY;2023-12-31;2024-02-21;2025-02-19;32778000;33067000;40343000;50948000;28572000;-598000;;;;;119265000;-30520000;;;-17432000;;-12280000;-90831000;-106051000;-4218000
THRN;10656586;USD;2020;FY;2020-12-31;2021-03-16;2022-03-16;21212668;51222522;-3953813;4295840;19024744;-2259716;;;;;17107055;-1193642;-1365015;;-3687278;-3266918;5417078;-771491;1378669;14798446
THRN;10656586;USD;2021;FY;2021-12-31;2022-03-16;2023-03-31;27478411;32328565;6844798;4453057;13970306;-16183875;;;;;9084286;-4311015;-704637;-1412279;-7178388;;-21242948;70075619;38832923;40738821
THRN;10656586;USD;2022;FY;2022-12-31;2023-03-31;2023-03-31;52757834;52757834;14932657;5823357;5154562;-20688672;;;;;5221904;-17013171;-1000000;-14861996;-33625167;;11381386;446539;13356331;-15076068
THRX;11795346;USD;2020;FY;2020-12-31;2021-03-10;2022-03-10;35863960;35863960;-11997000;2000;6210000;933000;;;;;-4852000;;;;;;;11992000;11992000;7140000
THRX;11795346;USD;2021;FY;2021-12-31;2022-03-10;2023-03-09;9631818;9631818;-27308000;2000;4361000;-4248000;;;;;-27193000;;;;;;;267529000;263777000;236584000
THRX;11795346;USD;2022;FY;2022-12-31;2023-03-09;2023-03-09;38490104;38490104;-50608000;50000;11062000;6551000;;;;;-32945000;-455000;-116839000;;-117294000;;;182000;182000;-150057000
THRY;11795220;USD;2019;FY;2019-12-31;2020-03-24;2022-03-15;30857617;30857617;35504000;206270000;120924000;-92099000;;;;;270599000;-25218000;;-147000;-25365000;;160806000;-437523000;-277491000;-32257000
THRY;11795220;USD;2020;FY;2020-12-31;2021-03-25;2023-02-23;31522845;33795594;149221000;146523000;-8395000;-54577000;;;;;232772000;-26211000;;;-26211000;;-186136000;-19385000;-206067000;494000
THRY;11795220;USD;2021;FY;2021-12-31;2022-03-15;2024-02-22;33607446;36495746;101577000;105473000;10774000;-47253000;;;;;170571000;-20013000;;-175370000;-196575000;;32081000;13920000;39088000;11151000
THRY;11795220;USD;2022;FY;2022-12-31;2023-02-23;2024-02-22;34336493;36506095;54348000;88392000;85609000;-79776000;;;;;148573000;-29233000;;-22793000;-52026000;;-97886000;64000;-91097000;4623000
THRY;11795220;USD;2023;FY;2023-12-31;2024-02-22;2024-02-22;34723491;34723491;-259295000;63251000;331653000;12617000;;;;;148226000;-33394000;;-8897000;-42516000;;-125709000;15898000;-103493000;2350000
THS;532132;USD;2019;FY;2019-12-31;2020-02-13;2022-02-15;56200000;56200000;-110300000;210600000;134900000;28700000;;;;;307700000;-142000000;;;-68100000;;-201900000;;-206900000;38000000
THS;532132;USD;2020;FY;2020-12-31;2021-02-11;2023-02-13;56500000;56700000;-54800000;148400000;105200000;13500000;;;;;416700000;-79100000;;9400000;-332400000;;108600000;-25000000;74000000;162300000
THS;532132;USD;2021;FY;2021-12-31;2022-02-15;2024-02-16;55800000;56000000;-68600000;143400000;-16200000;83000000;;;;;324900000;-686700000;17200000;;-619700000;;282700000;-25000000;240600000;-56000000
THS;532132;USD;2022;FY;2022-12-31;2023-02-13;2025-02-14;56000000;56000000;-9200000;139600000;-58000000;-140100000;;;;;-150700000;-88700000;;;412000000;;-515400000;;-522700000;-265600000
THS;532132;USD;2023;FY;2023-12-31;2024-02-16;2025-02-14;55800000;56400000;59000000;141900000;40000000;-83600000;;;;;157300000;-140800000;;-100600000;226700000;;-600000;-100000000;-107500000;277300000
TIF;249289;USD;2019;FY;2020-01-31;2020-03-20;2020-03-20;121100000;121600000;541100000;259700000;88200000;-218100000;;;;;670900000;-320600000;90000000;;-279300000;-276300000;38500000;-55000000;-307900000;82100000
TIGR;1214646;USD;2019;FY;2019-12-31;2020-04-29;2021-04-28;141193602;144148822;-5949858;752167;-10401301;258908131;;;;;243309139;-1317435;-36201342;-6769108;-22040111;;-1100000;115766911;114906520;336221241
TIGR;1214646;USD;2020;FY;2020-12-31;2021-04-28;2021-04-28;141193602;144148822;19179245;928414;25467214;489706142;;;;;535281015;-978142;46924564;;43555619;;;-2167502;-8366076;570276004
TIL;15337167;USD;2020;FY;2020-12-31;2021-03-07;2022-03-07;799890;799890;-37738000;256000;6391000;1475000;;;;;-29616000;-50816000;;-306000;-51122000;;312618000;365000;313048000;232310000
TIL;15337167;USD;2021;FY;2021-12-31;2022-03-07;2023-03-31;5299662;5299662;-156794000;2752000;27543000;4361000;;;;;-122138000;-57831000;-416565000;;-474396000;;52460000;340773000;393164000;-203370000
TIL;15337167;USD;2022;FY;2022-12-31;2023-03-31;2024-03-21;6475631;6475631;-223177000;5987000;46592000;-9566000;;;;;-180164000;-84589000;200304000;;114541000;;70338000;1548000;71886000;6263000
TIL;15337167;USD;2023;FY;2023-12-31;2024-03-21;2024-03-21;6503913;6503913;-156087000;4756000;78318000;-9016000;;;;;-82029000;-20663000;60234000;;41128000;;8082000;;8082000;-32819000
TILE;7962844;USD;2019;FY;2019-12-31;2020-02-26;2022-03-02;58943000;58948000;79200000;50835000;400000;11333000;;;;;141768000;-74647000;;;-74222000;-15358000;-21692000;-25094000;-66677000;312000
TILE;7962844;USD;2020;FY;2020-12-31;2021-03-03;2023-03-01;58547000;58547000;-71929000;51377000;108801000;30821000;;;;;119070000;-62949000;;;-61689000;-5565000;-25449000;93000;-42715000;21752000
TILE;7962844;USD;2021;FY;2021-12-31;2022-03-02;2024-02-28;58971000;58971000;55234000;51981000;-6748000;-13778000;;;;;86689000;-28071000;;;-28071000;-2362000;-58267000;;-60858000;-5801000
TILE;7962844;USD;2022;FY;2022-12-31;2023-03-01;2024-02-28;58865000;58865000;19560000;45375000;62466000;-84340000;;;;;43061000;-18437000;;;-18437000;-2355000;1470000;-17171000;-19490000;312000
TILE;7962844;USD;2023;FY;2023-12-31;2024-02-28;2024-02-28;58092000;58335000;44517000;45946000;5478000;46093000;;;;;142034000;-19514000;;;-19514000;-2323000;-107727000;;-111564000;12934000
TISI;9076133;USD;2023;FY;2023-06-30;2023-04-13;2024-08-08;4187000;4187000;-40464000;19085000;24112000;-26350000;;;;;-23617000;-4741000;;;-4741000;;6305000;;483000;-27638000
TITN;825306;USD;2019;FY;2020-01-31;2020-04-07;2022-04-01;21946000;21953000;13953000;28067000;17048000;-58113000;;;;;955000;-22601000;;-13887000;-36469000;;-26780000;;22869000;-13024000
TITN;825306;USD;2020;FY;2021-01-31;2021-03-31;2023-03-30;22100000;22104000;19356000;23701000;12493000;117446000;;;;;172996000;-13497000;;-6790000;-20297000;;-10616000;;-117939000;35269000
TITN;825306;USD;2021;FY;2022-01-31;2022-04-01;2024-04-03;22552967;22552967;66047000;22139000;14653000;6040000;;;;;108879000;-6987000;;-33643000;-41632000;;1136000;;1136000;67159000
TITN;825306;USD;2022;FY;2023-01-31;2023-04-04;2024-04-03;22380000;22380000;101868000;25197000;19995000;-123904000;;;;;23156000;-23461000;;-100471000;-125224000;;778000;;778000;-102236000
TITN;825306;USD;2023;FY;2024-01-31;2024-04-03;2024-04-03;22493000;22499000;112441000;31479000;12941000;-16805000;;;;;140056000;-44415000;;-107548000;-153685000;;6554000;;6554000;-5847000
TIVC;1397124;USD;2020;FY;2020-12-31;2021-03-31;2022-03-31;96778;296777340;-3639000;8000;516000;88000;;;;;-3027000;;;;;;1747000;3000;1760000;-1267000
TIVC;1397124;USD;2021;FY;2021-12-31;2022-03-31;2023-03-31;96778;296777340;-8494000;8000;3376000;-502000;;;;;-5612000;;;;;;2594000;14949000;17543000;11931000
TIVC;1397124;USD;2022;FY;2022-12-31;2023-03-31;2023-03-31;96778;96778;-10096000;10000;562000;605000;;;;;-8919000;-11000;;;-11000;;;56000;-528000;-9458000
TIXT;18252583;USD;2020;FY;2020-12-31;2021-02-23;2023-02-09;;;103000000;182000000;67000000;-55000000;;;;;297000000;-60000000;;-1742000000;-1872000000;;1035000000;656000000;1657000000;73000000
TJBH;11817570;USD;2020;FY;2020-12-31;2021-02-17;2022-03-31;19285714;19285714;-53892;273105;20102;-75855;;;;;-31766;-55417;;;-181531;;8308;29469;37736;-62513
TJBH;11817570;USD;2021;FY;2021-12-31;2022-03-31;2023-04-17;20294447;20294447;-747525;318445;;-132217;;;;;-561297;-68536;;289357;-20599;;852967;;860718;279330
TJBH;11817570;USD;2022;FY;2022-12-31;2023-04-17;2023-04-17;80170345;80170345;11971674;308886;792706;-11727103;;;;;1346163;-5939;-520707;;-503802;;-3775277;5551828;1776551;2545078
TJX;256569;USD;2019;FY;2020-01-31;2020-03-27;2022-03-30;1208163000;1226519000;3272193000;867303000;134778000;-207734000;;;;;4066540000;-1223116000;-16118000;;-1461971000;-1071562000;;-1319886000;-2414871000;186523000
TJX;256569;USD;2020;FY;2021-01-31;2021-03-31;2023-03-29;1199927000;1214703000;90000000;871000000;224000000;3377000000;;;;;4562000000;-568000000;-11000000;;-579000000;-278000000;3569000000;9000000;3228000000;7253000000
TJX;256569;USD;2021;FY;2022-01-31;2022-03-30;2024-04-03;1204698124;1214703000;3283000000;868000000;396000000;-1472000000;;;;;3075000000;-1045000000;-1000000;;-1064000000;-1252000000;-2976000000;-1947000000;-6200000000;-4243000000
TJX;256569;USD;2022;FY;2023-01-31;2023-03-29;2024-04-03;1181188731;1215591000;3498000000;887000000;427000000;-821000000;;;;;3991000000;-1457000000;-13000000;;-1377000000;-1339000000;;-1934000000;-3306000000;-750000000
TJX;256569;USD;2023;FY;2024-01-31;2024-04-03;2024-04-03;1146000000;1159000000;4474000000;964000000;214000000;447000000;;;;;6099000000;-1722000000;5000000;;-1759000000;-1484000000;-500000000;-2199000000;-4215000000;123000000
TK;7962808;USD;2019;FY;2019-12-31;2020-04-09;2022-04-06;100719224;100719224;-175721000;153907000;299537000;-56291000;;;;;532292000;8380000;;;108380000;-5523000;-399241000;;-341624000;299048000
TK;7962808;USD;2020;FY;2020-12-31;2021-04-01;2023-03-31;101053095;101053095;-115286000;131379000;129341000;118500000;;;;;893035000;44890000;;;63061000;;-470526000;;-471324000;484772000
TKAT;11035450;USD;2019;FY;2019-12-31;2020-05-08;2021-03-31;11246119;11246119;-4092806;597654;525067;12811925;;;;;9841840;-75246;0;;-2155457;;1680539;;1680539;9305068
TKAT;11035450;USD;2020;FY;2020-12-31;2021-03-31;2022-04-15;11264128;11363417;157435;5229;-85722;-146728;;;;;-6915292;;;;-454736;;;;;-7058901
TKAT;11035450;USD;2021;FY;2021-12-31;2022-04-15;2023-05-24;12383741;12383741;-16625555;117;10271643;-12239;;;;;-19289747;-7024;-500000;;-507481;;;180485;5180485;-15178649
TKAT;11035450;USD;2022;FY;2022-12-31;2023-04-17;2023-05-24;24793842;52958342;-322075;1395;9291821;5186435;;;;;13788669;1401;;;129206;;1550000;;61550007;75464902
TKNO;15585602;USD;2020;FY;2020-12-31;2021-03-18;2022-03-18;3599232;3800636;3570000;2044000;2397000;-5548000;;;;;2463000;-5466000;1957000;;-1693000;;-45000;;-1599000;-829000
TKNO;15585602;USD;2021;FY;2021-12-31;2022-03-18;2023-03-30;16087653;16087653;-9803000;2883000;-380000;-1679000;;;;;-8979000;-19877000;1827000;;-18140000;;12418000;102672000;111322000;84203000
TKNO;15585602;USD;2022;FY;2022-12-31;2023-03-30;2024-03-27;28083563;28083563;-47468000;3165000;24237000;-7334000;;;;;-27400000;-28149000;;;-28149000;;10135000;439000;10267000;-45282000
TKNO;15585602;USD;2023;FY;2023-12-31;2024-03-27;2024-03-27;31819776;31819776;-36780000;5660000;10057000;2249000;;;;;-18814000;-7737000;;;-7737000;;12913000;328000;12799000;-13752000
TKR;1056221;USD;2019;FY;2019-12-31;2020-02-14;2022-02-15;75758123;76896565;374700000;160600000;-24400000;39200000;;;;;550100000;-134300000;;-226500000;-364899999;-84900000;54000000;-35200000;-100700000;83100001
