Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Cost of Revenue;Gross Profit;Operating Expenses;Selling, General & Administrative;Research & Development;Depreciation & Amortization;Operating Income (Loss);Non-Operating Income (Loss);Interest Expense, Net;Pretax Income (Loss), Adj.;Abnormal Gains (Losses);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
ROG;1092274;USD;2022;FY;2022-12-31;2023-03-01;2024-02-27;18731000;18863000;971200000;-650200000;321000000;-110000000;-218800000;-35200000;;211000000;-4000000;-9500000;207000000;-66600000;140400000;-23800000;116600000;;116600000;116600000
ROG;1092274;USD;2023;FY;2023-12-31;2024-02-27;2024-02-27;18600000;18700000;908400000;-601300000;307100000;-204900000;-202300000;-35700000;;102200000;-9000000;-10100000;93200000;-16900000;76300000;-19700000;56600000;;56600000;56600000
ROIC;6767587;USD;2019;FY;2019-12-31;2020-02-19;2022-02-17;116295238;116295238;295040000;-43662000;251378000;-149183000;-17831000;;-97559000;102195000;-61687000;-61687000;40508000;13175000;53683000;;53683000;;48844000;48844000
ROIC;6767587;USD;2020;FY;2020-12-31;2021-02-24;2023-02-16;118570370;118570370;284114000;-41050000;243064000;-148617000;-16755000;;-97731000;94447000;-59726000;-59726000;34721000;;34721000;;34721000;;32014000;32014000
ROIC;6767587;USD;2021;FY;2021-12-31;2022-02-17;2024-02-15;119544749;128453898;284100000;;;-190685000;-19654000;;-92929000;93415000;-58395000;-57535000;35020000;22340000;57360000;;57360000;;53508000;53508000
ROIC;6767587;USD;2022;FY;2022-12-31;2023-02-16;2024-02-15;124088235;124088235;312929000;;;-204937000;-21735000;;-97494000;107992000;-60185000;-59225000;47807000;7653000;55460000;;55460000;;51869000;51869000
ROIC;6767587;USD;2023;FY;2023-12-31;2024-02-15;2024-02-15;124999568;132864930;327732000;;;-216680000;-21854000;;-104227000;111052000;-74398000;-73189000;36654000;;36654000;;36654000;;34534000;34534000
ROIV;1374136;USD;2021;FY;2021-12-31;2022-02-14;2022-06-28;713319399;844461685;23795000;-2057000;21738000;-496504000;-496504000;;;-474766000;-8701000;;-483467000;-415080000;-898547000;-1686000;-900233000;;-809234000;-809234000
ROIV;1374136;USD;2022;FY;2022-12-31;2023-06-28;2023-06-28;713319399;844461685;55286000;;;-1267034000;-1258068000;;;-1211748000;-3435000;-6672000;-1215183000;291436000;-923747000;-369000;-924116000;;-845262000;-845262000
ROIV;1374136;USD;2023;FY;2023-12-31;2024-03-29;2023-06-28;760720058;760720058;61280000;;;-1138849000;-1125721000;;;-1077569000;20024000;4216000;-1057545000;-167289000;-1224834000;-5190000;-1230024000;114561000;-1009030000;-1009030000
ROK;121874;USD;2019;FY;2019-09-30;2019-11-12;2021-11-09;118300000;119300000;6694800000;-3794700000;2900100000;-1538500000;-1538500000;;;1361600000;-92100000;-98200000;1269500000;-368500000;901000000;-205200000;695800000;;695800000;695800000
ROK;121874;USD;2020;FY;2020-09-30;2020-11-10;2022-11-08;115800000;116600000;6329800000;-3734600000;2595200000;-1509500000;-1479800000;;;1085700000;-103500000;-103500000;982200000;153900000;1136100000;-112900000;1023200000;;1023400000;1023400000
ROK;121874;USD;2021;FY;2021-09-30;2021-11-09;2023-11-08;116000000;117100000;6997400000;-4099700000;2897700000;-1674300000;-1680000000;;;1223400000;-94600000;-94600000;1128800000;397400000;1526200000;-181900000;1344300000;;1358100000;1358100000
ROK;121874;USD;2022;FY;2022-09-30;2022-11-08;2024-11-12;115900000;116700000;7760400000;-4658400000;3102000000;-1766700000;-1766700000;;;1335300000;-124800000;-123200000;1210500000;-136900000;1073600000;-154500000;919100000;;932200000;932200000
ROK;121874;USD;2023;FY;2023-09-30;2023-11-08;2024-11-12;114700000;115600000;9058000000;-5341000000;3717000000;-2023700000;-2023700000;;;1693300000;-206600000;-135300000;1486700000;121800000;1608500000;-330500000;1278000000;;1387400000;1387400000
ROKU;617783;USD;2019;FY;2019-12-31;2020-03-02;2022-02-18;115218000;115218000;1128921000;-633697000;495224000;-560283000;-295272000;-265011000;;-65059000;4140000;-2366000;-60919000;;-60919000;982000;-59937000;;-59937000;-59937000
ROKU;617783;USD;2020;FY;2020-12-31;2021-02-26;2023-02-16;123978000;123978000;1778388000;-970169000;808219000;-828472000;-472688000;-355784000;;-20253000;1801000;-3432000;-18452000;;-18452000;945000;-17507000;;-17507000;-17507000
ROKU;617783;USD;2021;FY;2021-12-31;2022-02-18;2024-02-16;133685000;142286000;2764584000;-1355984000;1408600000;-1173500000;-711898000;-461602000;;235100000;1487000;-2980000;236587000;;236587000;5798000;242385000;;242385000;242385000
ROKU;617783;USD;2022;FY;2022-12-31;2023-02-16;2024-02-16;137668000;137668000;3126534000;-1685412000;1441122000;-1972010000;-1183097000;-788913000;;-530888000;38605000;-5161000;-492283000;;-492283000;-5722000;-498005000;;-498005000;-498005000
ROKU;617783;USD;2023;FY;2023-12-31;2024-02-16;2024-02-16;141572000;141572000;3484619000;-1962004000;1522615000;-2314992000;-1436518000;-878474000;;-792377000;92947000;-730000;-699430000;;-699430000;-10131000;-709561000;;-709561000;-709561000
ROL;744726;USD;2019;FY;2019-12-31;2020-02-28;2022-02-25;491215500;491215500;2015477000;-993593000;1021884000;-704490000;-623379000;;-81111000;317394000;-56234000;-6917000;261160000;;261160000;-57813000;203347000;;203347000;203347000
ROL;744726;USD;2020;FY;2020-12-31;2021-02-26;2023-02-16;491604000;491604000;2161220000;-1048592000;1112628000;-736540000;-657209000;;-79331000;376088000;-13372000;-5082000;362716000;;362716000;-95960000;266756000;;266756000;266756000
ROL;744726;USD;2021;FY;2021-12-31;2022-02-25;2024-02-15;492069000;492069000;2424300000;-1162617000;1261683000;-814047000;-727489000;;-86558000;447636000;34849000;-830000;482485000;;482485000;-125920000;356565000;;356565000;356565000
ROL;744726;USD;2022;FY;2022-12-31;2023-02-16;2024-02-15;492300000;492413000;2695823000;-1308399000;1387424000;-894036000;-802710000;;-91326000;493388000;5529000;-2638000;498917000;;498917000;-130318000;368599000;;368599000;368599000
ROL;744726;USD;2023;FY;2023-12-31;2024-02-15;2024-02-15;489949000;490130000;3073278000;-1469871000;1603407000;-1014985000;-915233000;;-99752000;588422000;3031000;-19055000;591453000;-5196000;586257000;-151300000;434957000;;434957000;434957000
ROLL;6480958;USD;2018;FY;2019-03-31;2019-05-23;2021-05-21;24357684;24716213;702516000;-425863000;276653000;-145390000;-117504000;;;131263000;-5173000;-5173000;126090000;;126090000;-20897000;105193000;;105193000;105193000
ROLL;6480958;USD;2019;FY;2020-03-31;2020-05-20;2022-08-05;24632637;24922631;727461000;-438358000;289103000;-140497000;-129983000;;;148606000;-1885000;-1885000;146721000;;146721000;-26371000;120350000;;120350000;120350000
ROLL;6480958;USD;2020;FY;2021-03-31;2021-05-21;2023-05-19;24851344;25048451;609000000;-374900000;234100000;-119500000;-102800000;;;114600000;-1400000;-1400000;113200000;;113200000;-23100000;90100000;;90100000;90100000
ROLL;6480958;USD;2021;FY;2022-03-31;2022-05-26;2024-05-17;26946355;27311029;942900000;-585800000;357100000;-167600000;-167600000;;;189500000;-110800000;-41500000;78700000;;78700000;-24000000;54700000;;54700000;42700000
ROLL;6480958;USD;2022;FY;2023-03-31;2023-05-19;2024-05-17;28764092;29072429;1469300000;-864500000;604800000;-229700000;-229700000;;;375100000;-165400000;-76700000;209700000;;209700000;-43000000;166700000;;166700000;143800000
ROOT;13992949;USD;2022;FY;2022-12-31;2023-02-22;2024-02-21;14100000;14100000;310800000;;;-573900000;-175400000;-55500000;;-263100000;-34600000;-34600000;-297700000;;-297700000;;-297700000;;-297700000;-297700000
ROOT;13992949;USD;2023;FY;2023-12-31;2024-02-21;2024-02-21;14400000;14400000;455000000;;;-556300000;-132600000;-44800000;;-101300000;-46100000;-46100000;-147400000;;-147400000;;-147400000;;-147400000;-147400000
ROP;119446;USD;2019;FY;2019-12-31;2020-02-28;2022-02-22;103900000;105100000;4727700000;-1587600000;3140100000;-1811800000;-1811800000;;;1328300000;-191600000;-186200000;1136700000;920700000;2057400000;-417400000;1640000000;127900000;1767900000;1767900000
ROP;119446;USD;2020;FY;2020-12-31;2021-02-22;2023-02-27;104600000;105700000;4022400000;-1194100000;2828300000;-1745400000;-1745400000;;;1082900000;-221600000;-218500000;861300000;;861300000;-187500000;673800000;275900000;949700000;949700000
ROP;119446;USD;2021;FY;2021-12-31;2022-02-22;2024-02-22;105400000;106700000;4833800000;-1426200000;3407600000;-2072000000;-2072000000;;;1335600000;-209300000;-233900000;1126300000;-94400000;1031900000;-226600000;805300000;347300000;1152600000;1152600000
ROP;119446;USD;2022;FY;2022-12-31;2023-02-27;2024-02-22;104600000;105700000;5371800000;-1619000000;3752800000;-2228300000;-2228300000;;;1524500000;-242500000;-192400000;1282000000;;1282000000;-296400000;985600000;3559100000;4544700000;4544700000
ROP;119446;USD;2023;FY;2023-12-31;2024-02-22;2024-02-22;106600000;107400000;6177800000;-1870600000;4307200000;-2562000000;-2562000000;;;1745200000;-2100000;-164700000;1743100000;;1743100000;-374700000;1368400000;15800000;1384200000;1384200000
ROST;200092;USD;2019;FY;2020-01-31;2020-03-31;2022-03-29;358462000;361182000;16039073000;-11536187000;4502886000;-2356704000;-2356704000;;;2146182000;18106000;18106000;2164288000;;2164288000;-503360000;1660928000;;1660928000;1660928000
ROST;200092;USD;2020;FY;2021-01-31;2021-03-30;2023-03-28;352392000;354619000;12531565000;-9838574000;2692991000;-2503281000;-2503281000;;;189710000;-83413000;-83413000;106297000;;106297000;-20915000;85382000;;85382000;85382000
ROST;200092;USD;2021;FY;2022-01-31;2022-03-29;2024-04-02;352392000;354619000;18916244000;-13708907000;5207337000;-2874469000;-2874469000;;;2332868000;-74328000;-74328000;2258540000;;2258540000;-535951000;1722589000;;1722589000;1722589000
ROST;200092;USD;2022;FY;2023-01-31;2023-03-28;2024-04-02;343452000;345222000;18695829000;-13946230000;4749599000;-2759268000;-2759268000;;;1990331000;-2842000;-2842000;1987489000;;1987489000;-475448000;1512041000;;1512041000;1512041000
ROST;200092;USD;2023;FY;2024-01-31;2024-04-02;2024-04-02;335187000;337433000;20376941000;-14801601000;5575340000;-3267677000;-3267677000;;;2307663000;164118000;164118000;2471781000;;2471781000;-597261000;1874520000;;1874520000;1874520000
ROT;11795068;USD;2020;FY;2020-12-31;2021-03-29;2022-03-29;7067442;27432558;8813000;-5602000;3211000;-24210000;-10093000;-14117000;;-20999000;74000;40000;-20925000;;-20925000;1000;-20924000;;-20924000;-20924000
ROT;11795068;USD;2021;FY;2021-12-31;2022-03-29;2023-03-16;7067442;27432558;5075000;-3867000;1208000;-82199000;-64683000;-17516000;;-80991000;17000;-34000;-80974000;-533000;-81507000;-1000;-81508000;;-81508000;-81508000
ROT;11795068;USD;2022;FY;2022-12-31;2023-03-16;2024-02-28;24473212;24473212;14569000;-11614000;2955000;-109757000;-73429000;-34144000;-2184000;-106802000;2574000;1831000;-104228000;-56794000;-161022000;3892000;-157130000;;-157130000;-157130000
ROT;11795068;USD;2023;FY;2023-12-31;2024-02-28;2024-02-28;25639270;25639270;6146000;-5041000;1105000;-84115000;-42282000;-39012000;-2821000;-83010000;5208000;3294000;-77802000;-37784000;-115586000;-7000;-115593000;;-115593000;-115593000
ROVR;1241210;USD;2020;FY;2020-12-31;2021-02-18;2023-03-09;34375000;10666667;48800000;-19823000;28977000;-81982000;-38145000;-22567000;-8899000;-53005000;-2494000;-2666000;-55499000;-2080000;-57579000;94000;-57485000;;-57485000;-57485000
ROVR;1241210;USD;2021;FY;2021-12-31;2022-03-21;2023-03-09;116597000;116597000;109837000;-26536000;83301000;-100463000;-55496000;-22712000;-7327000;-17162000;-3187000;-2903000;-20349000;-43926000;-64275000;226000;-64049000;;-64049000;-64049000
ROVR;1241210;USD;2022;FY;2022-12-31;2023-03-09;2023-03-09;181854000;181854000;174010000;-41058000;132952000;-162869000;-102601000;-27529000;-5938000;-29917000;3277000;3894000;-26640000;5177000;-21463000;82000;-21979000;;-21979000;-21979000
RP;243720;USD;2019;FY;2019-12-31;2020-03-02;2021-03-01;92017000;96282000;988136000;-426173000;561963000;-469543000;-317018000;-112222000;-40303000;92420000;-31862000;-31862000;60558000;;60558000;-2350000;58208000;;58208000;58208000
RP;243720;USD;2020;FY;2020-12-31;2021-03-01;2021-03-01;96841000;101365000;1158484000;-501278000;657206000;-554439000;-376089000;-133661000;-44689000;102767000;-51460000;-51460000;51307000;;51307000;-4993000;46314000;;46314000;46314000
RPAY;11795310;USD;2019;FY;2019-12-31;2020-03-16;2020-05-05;37530568;37530568;57560470;-15656730;41903740;-69515223;-45758335;;-23756888;-27611483;-7301717;-5921893;-34913200;-1638465;-36551665;4990989;-31560676;;-16289633;-16289633
RPAY;11795310;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;52180911;52180911;155036000;-41447000;113589000;-148109000;-87302000;;-60807000;-34520000;-14448000;-14445000;-48968000;-80756000;-129724000;12358000;-117366000;;-105597000;-105597000
RPAY;11795310;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;83318189;83318189;219258000;-55484000;163774000;-209745000;-120053000;;-89692000;-45971000;-12681000;-3599000;-58652000;-28076000;-86728000;30691000;-56037000;;-50084000;-50084000
RPAY;11795310;USD;2022;FY;2022-12-31;2023-03-01;2024-02-29;88792453;110671731;279227000;-64826000;214401000;-256812000;-149061000;;-107751000;-42411000;-4755000;-4245000;-47166000;62081000;14915000;-6174000;8741000;;12836000;12836000
RPAY;11795310;USD;2023;FY;2023-12-31;2024-02-29;2024-02-29;90048638000;90048638000;296627000;-69703000;226924000;-252510000;-148653000;;-103857000;-25586000;-1503000;-1048000;-27089000;-92446000;-119535000;2115000;-117420000;;-110490000;-110490000
RPD;1238784;USD;2019;FY;2019-12-31;2020-02-28;2022-02-24;48731791;48731791;326947000;-91146000;235801000;-281796000;-202432000;-79364000;;-45995000;-7808000;-7375000;-53803000;;-53803000;-42000;-53845000;;-53845000;-53845000
RPD;1238784;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;51036824;51036824;411486000;-121517000;289969000;-364068000;-255500000;-108568000;;-74099000;-22764000;-22683000;-96863000;;-96863000;-1986000;-98849000;;-98849000;-98849000
RPD;1238784;USD;2021;FY;2021-12-31;2022-02-24;2024-02-26;55976671;55976671;535404000;-168948000;366456000;-486521000;-325742000;-160779000;;-120065000;-15848000;-13927000;-135913000;;-135913000;-10421000;-146334000;;-146334000;-146334000
RPD;1238784;USD;2022;FY;2022-12-31;2023-02-24;2024-02-26;58552065;58552065;685083000;-214349000;470734000;-582348000;-392378000;-189970000;;-111614000;-10691000;-9169000;-122305000;;-122305000;-2412000;-124717000;;-124717000;-124717000
RPD;1238784;USD;2023;FY;2023-12-31;2024-02-26;2024-02-26;60756087;60756087;777707000;-231741000;545966000;-573688000;-396912000;-176776000;;-27722000;-69045000;-54523000;-96767000;-53011000;-149778000;518000;-149260000;;-149260000;-149260000
RPHM;11819615;USD;2020;FY;2020-12-31;2021-03-23;2022-03-23;24210699;24210699;;;;-19552000;-3608000;-15944000;;-19552000;87000;;-19465000;;-19465000;;-19465000;;-19465000;-19465000
RPHM;11819615;USD;2021;FY;2021-12-31;2022-03-23;2023-03-27;18143487;18143487;;;;-39818000;-11649000;-28169000;;-39818000;48000;;-39770000;;-39770000;;-39770000;;-39770000;-39770000
RPHM;11819615;USD;2022;FY;2022-12-31;2023-03-27;2024-03-28;24496425;24496425;;;;-53848000;-16143000;-37705000;;-53848000;1893000;;-51955000;;-51955000;;-51955000;;-51955000;-51955000
RPHM;11819615;USD;2023;FY;2023-12-31;2024-03-28;2024-03-28;30676455;30676455;;;;-83053000;-26440000;-56613000;;-83053000;5665000;;-77388000;;-77388000;;-77388000;;-77388000;-77388000
RPID;14509181;USD;2020;FY;2020-12-31;2021-03-24;2022-03-24;358582;358582;16077000;-24148000;-8071000;-22469000;-15938000;-6531000;;-30540000;-3425000;-3447000;-33965000;-2979000;-36944000;-134000;-37078000;;-37078000;-28935000
RPID;14509181;USD;2021;FY;2021-12-31;2022-03-24;2023-03-10;19783539;19783539;23232000;-30973000;-7741000;-39491000;-29710000;-9781000;;-47232000;-3458000;-2608000;-50690000;-22743000;-73433000;-91000;-73524000;;-73524000;-69016000
RPID;14509181;USD;2022;FY;2022-12-31;2023-03-10;2024-03-01;42454403;42454403;17133000;-25673000;-8540000;-54679000;-41813000;-12866000;;-63219000;1837000;1778000;-61382000;;-61382000;576000;-60806000;;-60806000;-60806000
RPID;14509181;USD;2023;FY;2023-12-31;2024-03-01;2024-03-01;43024039;43024039;22519000;-28004000;-5485000;-51078000;-38258000;-12820000;;-56563000;4127000;4210000;-52436000;;-52436000;-31000;-52467000;;-52467000;-52467000
RPM;328948;USD;2019;FY;2019-05-31;2019-07-24;2021-07-26;130552000;134333000;5564551000;-3476231000;2088320000;-1596043000;-1596043000;;;492277000;-105932000;-102392000;386345000;-46500000;339845000;-72158000;267687000;;266558000;266558000
RPM;328948;USD;2020;FY;2020-05-31;2020-07-27;2022-07-25;128468000;129974000;5506994000;-3414139000;2092855000;-1548653000;-1548653000;;;544202000;-103330000;-101003000;440872000;-33108000;407764000;-102682000;305082000;;304385000;304385000
RPM;328948;USD;2021;FY;2021-05-31;2021-07-26;2023-07-26;128459000;129078000;6106288000;-3701129000;2405159000;-1664026000;-1664026000;;;741133000;-54589000;-85400000;686544000;-18106000;668438000;-164938000;503500000;;502643000;502643000
RPM;328948;USD;2022;FY;2022-05-31;2022-07-25;2024-07-25;128334000;128927000;6707728000;-4274675000;2433053000;-1788284000;-1788284000;;;644769000;-83677000;-87928000;561092000;45707000;606799000;-114333000;492466000;;491481000;491481000
RPM;328948;USD;2023;FY;2023-05-31;2023-07-26;2024-07-25;127507000;128816000;7256414000;-4508370000;2748044000;-1956040000;-1956040000;;;792004000;-119044000;-119015000;672960000;-23578000;649382000;-169651000;479731000;;478691000;478691000
RPMT;12442286;USD;2020;FY;2020-12-31;2021-03-31;2022-03-31;121255150;121255150;;;;-3242108;-2103944;-1138164;;-3242108;-765610;-765610;-4007718;-10565079;-14572797;;-14572797;;-14572596;-15659718
RPMT;12442286;USD;2021;FY;2021-12-31;2022-03-31;2022-03-31;122775473;122775473;2628;;;-9903750;-7066738;-2837012;;-9901122;-1080058;-1080058;-10981180;-69593;-11050773;;-11050773;;-11050672;-11783627
RPRX;13901219;USD;2019;FY;2019-12-31;2020-02-24;2022-02-15;353979000;353980000;1794612000;;;-210399000;-103439000;-83036000;-23924000;1584213000;-258726000;-246244000;1325487000;1135932000;2461419000;;2461419000;;2348535000;2348535000
RPRX;13901219;USD;2020;FY;2020-12-31;2021-02-24;2023-02-15;375444000;375455000;2103357000;;;-231062000;-181715000;-26289000;-23058000;1872295000;-98046000;-128680000;1774249000;-72295000;1701954000;;1701954000;;975040000;975040000
RPRX;13901219;USD;2021;FY;2021-12-31;2022-02-15;2024-02-15;414794000;414802000;2236331000;;;-405906000;-182826000;-200084000;-22996000;1830425000;-84643000;-112607000;1745782000;-504581000;1241201000;;1241201000;;619728000;619728000
RPRX;13901219;USD;2022;FY;2022-12-31;2023-02-15;2024-02-15;437963000;437972000;2162580000;;;-410079000;-227303000;-177106000;-5670000;1752501000;-58719000;-109626000;1693782000;-1463718000;230064000;;230064000;;42832000;42832000
RPRX;13901219;USD;2023;FY;2023-12-31;2024-02-15;2024-02-15;447601000;602900000;2198589000;;;-301748000;-249748000;-52000000;;1896841000;48214000;-114896000;1945055000;-244967000;1700088000;;1700088000;;1134834000;1134834000
RPT;10384301;USD;2019;FY;2019-12-31;2020-02-20;2022-02-18;79802000;87722000;234088000;;;-180066000;-27634000;;-78647000;54022000;-39679000;-40057000;14343000;79522000;93865000;-179000;93686000;;91511000;84810000
RPT;10384301;USD;2020;FY;2020-12-31;2021-02-18;2023-02-16;79998000;79998000;191712000;;;-164232000;-25801000;;-77213000;27480000;-37513000;-39317000;-10033000;-466000;-10499000;25000;-10474000;;-10233000;-16934000
RPT;10384301;USD;2021;FY;2021-12-31;2022-02-18;2023-02-16;81083000;82298000;213488000;;;-172859000;-32328000;;-72254000;40629000;-33266000;-37025000;7363000;62813000;70176000;88000;70264000;;68639000;61938000
